accuracy,balanced_accuracy,precision,recall,f1_score,true_positive,true_negative,false_positive,false_negative,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_odds_difference,Model
0.9994833318357444,0.99897440470882,0.9993098481665966,1.0,0.9996548049648051,66606,22380,46,0,0.943622396153321,-0.04315509910464954,0.0,0.0001973792174788429,DisparateImpact/All_Data
1.0,1.0,1.0,1.0,1.0,66606,22426,0,0,0.9433396269368522,-0.043346505406050895,0.0,0.0,EqualizedOdds/All_Data
